48351713	47409827
48357689	47403851
48357758	47403782
48358693	47402847
48359669	47401871
48360689	47400851
48360756	47400784
48362527	47399013
48367343	47394197
48368650	47392890
48368686	47392854
48370482	47391058
48370609	47390931
48371180	47390360
48372539	47389001
48373410	47388130
48376826	47384714
48377858	47383682
48381403	47380137
48381951	47379589
48384819	47376721
48385001	47376539
48387211	47374329
48388100	47373440
48389820	47371720
48391103	47370437
48391243	47370297
48395883	47365657
48397575	47363965
48398367	47363173
48398809	47362731
48398856	47362684
48398998	47362542
48401304	47360236
48402901	47358639
48403412	47358128
48410601	47350939
48412227	47349313
48414196	47347344
48414246	47347294
48414587	47346953
48420046	47341494
48422003	47339537
48422815	47338725
48423760	47337780
48424186	47337354
48424563	47336977
48427628	47333912
48428279	47333261
48432908	47328632
48434925	47326615
48436705	47324835
48438213	47323327
48440214	47321326
48440877	47320663
48444437	47317103
48444987	47316553
48449009	47312531
48449662	47311878
48450660	47310880
48451742	47309798
48454249	47307291
48455695	47305845
48458223	47303317
48461062	47300478
48461405	47300135
48461903	47299637
48462655	47298885
48463622	47297918
48463901	47297639
48467580	47293960
48470613	47290927
48472788	47288752
48473949	47287591
48482126	47279414
48484782	47276758
48491800	47269740
48493310	47268230
48496854	47264686
48497685	47263855
48501524	47260016
48501672	47259868
48502046	47259494
48504717	47256823
48507492	47254048
48508865	47252675
48513039	47248501
48514286	47247254
48516678	47244862
48518246	47243294
48519218	47242322
48519509	47242031
48522746	47238794
48524371	47237169
48524687	47236853
48532729	47228811
48537744	47223796
48538281	47223259
48538327	47223213
48541731	47219809
48542181	47219359
48544687	47216853
48546253	47215287
48546390	47215150
48546671	47214869
48548692	47212848
48550131	47211409
48550355	47211185
48550855	47210685
48554426	47207114
48556892	47204648
48557605	47203935
48559225	47202315
48562330	47199210
48562714	47198826
48562827	47198713
48567262	47194278
48568183	47193357
48568512	47193028
48568846	47192694
48568931	47192609
48569732	47191808
48571014	47190526
48573056	47188484
48574119	47187421
48574574	47186966
48577841	47183699
48579543	47181997
48586520	47175020
48587234	47174306
48587693	47173847
48589773	47171767
48590175	47171365
48591149	47170391
48593166	47168374
48594676	47166864
48595604	47165936
48595776	47165764
48600629	47160911
48603823	47157717
48603828	47157712
48604908	47156632
48604913	47156627
48606836	47154704
48613875	47147665
48614760	47146780
48616514	47145026
48618836	47142704
48620725	47140815
48621383	47140157
48624583	47136957
48625950	47135590
48628790	47132750
48629601	47131939
48629659	47131881
48632405	47129135
48637109	47124431
48637706	47123834
48637724	47123816
48644577	47116963
48644709	47116831
48646099	47115441
48646800	47114740
48649443	47112097
48653703	47107837
48656272	47105268
48659538	47102002
48663723	47097817
48664460	47097080
48676256	47085284
48677780	47083760
48683866	47077674
48685443	47076097
48688225	47073315
48693344	47068196
48695674	47065866
48697178	47064362
48698610	47062930
48698909	47062631
48703041	47058499
48703210	47058330
48703853	47057687
48705258	47056282
48708120	47053420
48709885	47051655
48710310	47051230
48710731	47050809
48712736	47048804
48716635	47044905
48717550	47043990
48724517	47037023
48731814	47029726
48732242	47029298
48733841	47027699
48734652	47026888
48734820	47026720
48736429	47025111
48738378	47023162
48743092	47018448
48745705	47015835
48746288	47015252
48746437	47015103
48748915	47012625
48753497	47008043
48755041	47006499
48755183	47006357
48760159	47001381
48762922	46998618
48766817	46994723
48768205	46993335
48775045	46986495
48776451	46985089
48776553	46984987
48783448	46978092
48784452	46977088
48784952	46976588
48785988	46975552
48787292	46974248
48793559	46967981
48794671	46966869
48798668	46962872
48799009	46962531
48799441	46962099
48800963	46960577
48801145	46960395
48802980	46958560
48804943	46956597
48807829	46953711
48808514	46953026
48814999	46946541
48815734	46945806
48816411	46945129
48817174	46944366
48817285	46944255
48820080	46941460
48820163	46941377
48822754	46938786
48822869	46938671
48823484	46938056
48826330	46935210
48827082	46934458
48827487	46934053
48828488	46933052
48831081	46930459
48831770	46929770
48833348	46928192
48833685	46927855
48836547	46924993
48836927	46924613
48837685	46923855
48838944	46922596
48839477	46922063
48842218	46919322
48848196	46913344
48848722	46912818
48849288	46912252
48852311	46909229
48852486	46909054
48856817	46904723
48859168	46902372
48861960	46899580
48868115	46893425
48871717	46889823
48873886	46887654
48876160	46885380
48876688	46884852
48878160	46883380
48880935	46880605
48884048	46877492
48886336	46875204
48888617	46872923
48890180	46871360
48890312	46871228
48897552	46863988
48899662	46861878
48899718	46861822
48901318	46860222
48903501	46858039
48908719	46852821
48910116	46851424
48915468	46846072
48917312	46844228
48920054	46841486
48924503	46837037
48924926	46836614
48925853	46835687
48929858	46831682
48931258	46830282
48932015	46829525
48932258	46829282
48933588	46827952
48937815	46823725
48938704	46822836
48939870	46821670
48940830	46820710
48942527	46819013
48942611	46818929
48943487	46818053
48944459	46817081
48944525	46817015
48945141	46816399
48946871	46814669
48951769	46809771
48952328	46809212
48952812	46808728
48953011	46808529
48953453	46808087
48953947	46807593
48956247	46805293
48956352	46805188
48957615	46803925
48959586	46801954
48960226	46801314
48962229	46799311
48962924	46798616
48966515	46795025
48968271	46793269
48970653	46790887
48971147	46790393
48971964	46789576
48972433	46789107
48974603	46786937
48976186	46785354
48977546	46783994
48979216	46782324
48980226	46781314
48982728	46778812
48984033	46777507
48988700	46772840
48990504	46771036
48991696	46769844
48993056	46768484
48993974	46767566
49000553	46760987
49001941	46759599
49011198	46750342
49013453	46748087
49019352	46742188
49020178	46741362
49021207	46740333
49021696	46739844
49021911	46739629
49022680	46738860
49026199	46735341
49028923	46732617
49032376	46729164
49035185	46726355
49035988	46725552
49038641	46722899
49043175	46718365
49045136	46716404
49047096	46714444
49047490	46714050
49049025	46712515
49057163	46704377
49058598	46702942
49059246	46702294
49060265	46701275
49067398	46694142
49070214	46691326
49072669	46688871
49074170	46687370
49074488	46687052
49084036	46677504
49087117	46674423
49087863	46673677
49089582	46671958
49089615	46671925
49091495	46670045
49091622	46669918
49096149	46665391
49096467	46665073
49096904	46664636
49098841	46662699
49099906	46661634
49100136	46661404
49101390	46660150
49104699	46656841
49104732	46656808
49107744	46653796
49109624	46651916
49111715	46649825
49115416	46646124
49115790	46645750
49117430	46644110
49118128	46643412
49118172	46643368
49121090	46640450
49122262	46639278
49125242	46636298
49128938	46632602
49129866	46631674
49134733	46626807
49134761	46626779
49136223	46625317
49138876	46622664
49142384	46619156
49144725	46616815
49152529	46609011
49153262	46608278
49153305	46608235
49153663	46607877
49161614	46599926
49164729	46596811
49165155	46596385
49166362	46595178
49166733	46594807
49166964	46594576
49168105	46593435
49169135	46592405
49170078	46591462
49170090	46591450
49170666	46590874
49171268	46590272
49171504	46590036
49174112	46587428
49175642	46585898
49176174	46585366
49177452	46584088
49179008	46582532
49187968	46573572
49189909	46571631
49190023	46571517
49192672	46568868
49194417	46567123
49195587	46565953
49197731	46563809
49199024	46562516
49202304	46559236
49205814	46555726
49206045	46555495
49206357	46555183
49206622	46554918
49207470	46554070
49208795	46552745
49212783	46548757
49213752	46547788
49214195	46547345
49214997	46546543
49217888	46543652
49222984	46538556
49225544	46535996
49228041	46533499
49228732	46532808
49233513	46528027
49234183	46527357
49234424	46527116
49235325	46526215
49236438	46525102
49237496	46524044
49237543	46523997
49240167	46521373
49240939	46520601
49241567	46519973
49243224	46518316
49243554	46517986
49244120	46517420
49247069	46514471
49247688	46513852
49248634	46512906
49252452	46509088
49253754	46507786
49258909	46502631
49261935	46499605
49263521	46498019
49264187	46497353
49267970	46493570
49274634	46486906
49275101	46486439
49277996	46483544
49278647	46482893
49279795	46481745
49279927	46481613
49283615	46477925
49286560	46474980
49296731	46464809
49297027	46464513
49301697	46459843
49301811	46459729
49302886	46458654
49304400	46457140
49309255	46452285
49313651	46447889
49316178	46445362
49320499	46441041
49320650	46440890
49321776	46439764
49324969	46436571
49327813	46433727
49328980	46432560
49332534	46429006
49334823	46426717
49335503	46426037
49335900	46425640
49338351	46423189
49338496	46423044
49341351	46420189
49343288	46418252
49348625	46412915
49348814	46412726
49350385	46411155
49351034	46410506
49351191	46410349
49353773	46407767
49355441	46406099
49358602	46402938
49359056	46402484
49359065	46402475
49361719	46399821
49362674	46398866
49363942	46397598
49369614	46391926
49371324	46390216
49371853	46389687
49372507	46389033
49374344	46387196
49382285	46379255
49382825	46378715
49384358	46377182
49395739	46365801
49396362	46365178
49396957	46364583
49398803	46362737
49400478	46361062
49400813	46360727
49400947	46360593
49403548	46357992
49405650	46355890
49406323	46355217
49411995	46349545
49412362	46349178
49412620	46348920
49414378	46347162
49415610	46345930
49418033	46343507
49427405	46334135
49431979	46329561
49435176	46326364
49438017	46323523
49441569	46319971
49445752	46315788
49446484	46315056
49447412	46314128
49448376	46313164
49451550	46309990
49458585	46302955
49459799	46301741
49462432	46299108
49463451	46298089
49470287	46291253
49470937	46290603
49477652	46283888
49478863	46282677
49481578	46279962
49482280	46279260
49482410	46279130
49485382	46276158
49489062	46272478
49489108	46272432
49491877	46269663
49493617	46267923
49495035	46266505
49496933	46264607
49498701	46262839
49508611	46252929
49509246	46252294
49511720	46249820
49514131	46247409
49516361	46245179
49522358	46239182
49523239	46238301
49524361	46237179
49525018	46236522
49527030	46234510
49527936	46233604
49528018	46233522
49533501	46228039
49535369	46226171
49535760	46225780
49536920	46224620
49542261	46219279
49542466	46219074
49543400	46218140
49543429	46218111
49544372	46217168
49545526	46216014
49549972	46211568
49550146	46211394
49551139	46210401
49552375	46209165
49552908	46208632
49555463	46206077
49557626	46203914
49559561	46201979
49563050	46198490
49565910	46195630
49567471	46194069
49571283	46190257
49576230	46185310
49576939	46184601
49578015	46183525
49580990	46180550
49585198	46176342
49586671	46174869
49588844	46172696
49589624	46171916
49592002	46169538
49595305	46166235
49597763	46163777
49598848	46162692
49602605	46158935
49605314	46156226
49608100	46153440
49608613	46152927
49612332	46149208
49612676	46148864
49617213	46144327
49617833	46143707
49619164	46142376
49622116	46139424
49623530	46138010
49625116	46136424
49625582	46135958
49627098	46134442
49628494	46133046
49636248	46125292
49636742	46124798
49639650	46121890
49640894	46120646
49644245	46117295
49645881	46115659
49649258	46112282
49652134	46109406
49652237	46109303
49655874	46105666
49657714	46103826
49658344	46103196
49659868	46101672
49663015	46098525
49664448	46097092
49667276	46094264
49667400	46094140
49667707	46093833
49669672	46091868
49672635	46088905
49673139	46088401
49674973	46086567
49676013	46085527
49676576	46084964
49684614	46076926
49688274	46073266
49692046	46069494
49692051	46069489
49693261	46068279
49698589	46062951
49700006	46061534
49700804	46060736
49702044	46059496
49706702	46054838
49712049	46049491
49713613	46047927
49715655	46045885
49722947	46038593
49723477	46038063
49728732	46032808
49729680	46031860
49730247	46031293
49730922	46030618
49734659	46026881
49736640	46024900
49737787	46023753
49740346	46021194
49742832	46018708
49743015	46018525
49745574	46015966
49745859	46015681
49755880	46005660
49759905	46001635
49762775	45998765
49764530	45997010
49766464	45995076
49767877	45993663
49768428	45993112
49768546	45992994
49773121	45988419
49773322	45988218
49773727	45987813
49776442	45985098
49776642	45984898
49777359	45984181
49780808	45980732
49782383	45979157
49785276	45976264
49790274	45971266
49796520	45965020
49797187	45964353
49798032	45963508
49801405	45960135
49802190	45959350
49803557	45957983
49804500	45957040
49804762	45956778
49806994	45954546
49808297	45953243
49811091	45950449
49811368	45950172
49812434	45949106
49812922	45948618
49813709	45947831
49814956	45946584
49820584	45940956
49824081	45937459
49825353	45936187
49825647	45935893
49826287	45935253
49828288	45933252
49830941	45930599
49833284	45928256
49840128	45921412
49841299	45920241
49843625	45917915
49848219	45913321
49848676	45912864
49855277	45906263
49859006	45902534
49860692	45900848
49861857	45899683
49862261	45899279
49863864	45897676
49867635	45893905
49867938	45893602
49869280	45892260
49869382	45892158
49870682	45890858
49872479	45889061
49879729	45881811
49880096	45881444
49880251	45881289
49880921	45880619
49885417	45876123
49885792	45875748
49886540	45875000
49887377	45874163
49887785	45873755
49893425	45868115
49899326	45862214
49899714	45861826
49901347	45860193
49901384	45860156
49902233	45859307
49904158	45857382
49913318	45848222
49914699	45846841
49919000	45842540
49919157	45842383
49919770	45841770
49920434	45841106
49920496	45841044
49924265	45837275
49926570	45834970
49929237	45832303
49929271	45832269
49933759	45827781
49934173	45827367
49934254	45827286
49935095	45826445
49939119	45822421
49940115	45821425
49941696	45819844
49943584	45817956
49943586	45817954
49945068	45816472
49946040	45815500
49949528	45812012
49950229	45811311
49950895	45810645
49954892	45806648
49955269	45806271
49955275	45806265
49957034	45804506
49962010	45799530
49964689	45796851
49965605	45795935
49966429	45795111
49968037	45793503
49968194	45793346
49969620	45791920
49971006	45790534
49971826	45789714
49972715	45788825
49974372	45787168
49977387	45784153
49980274	45781266
49980568	45780972
49981610	45779930
49981983	45779557
49986755	45774785
49987599	45773941
49989815	45771725
49990211	45771329
49994241	45767299
49995038	45766502
50003688	45757852
50008135	45753405
50008414	45753126
50016534	45745006
50018517	45743023
50020335	45741205
50021065	45740475
50023371	45738169
50023761	45737779
50026143	45735397
50027992	45733548
50029720	45731820
50030920	45730620
50031244	45730296
50031508	45730032
50032094	45729446
50033080	45728460
50037639	45723901
50037734	45723806
50040277	45721263
50045133	45716407
50046577	45714963
50046850	45714690
50051914	45709626
50053466	45708074
50053632	45707908
50054863	45706677
50057770	45703770
50059042	45702498
50061797	45699743
50061861	45699679
50065919	45695621
50066063	45695477
50066359	45695181
50074809	45686731
50079522	45682018
50083915	45677625
50086323	45675217
50089569	45671971
50089941	45671599
50094824	45666716
50099435	45662105
50099470	45662070
50100295	45661245
50101969	45659571
50106279	45655261
50106399	45655141
50107476	45654064
50110001	45651539
50113183	45648357
50118685	45642855
50123680	45637860
50124737	45636803
50128258	45633282
50129846	45631694
50130398	45631142
50131673	45629867
50131933	45629607
50131954	45629586
50134365	45627175
50134771	45626769
50136060	45625480
50138160	45623380
50139100	45622440
50139630	45621910
50139988	45621552
50141599	45619941
50143726	45617814
50143752	45617788
50144398	45617142
50147537	45614003
50149908	45611632
50150704	45610836
50152892	45608648
50158480	45603060
50159334	45602206
50161865	45599675
50163691	45597849
50164835	45596705
50165464	45596076
50167830	45593710
50169660	45591880
50172615	45588925
50176414	45585126
50176500	45585040
50176986	45584554
50178224	45583316
50180520	45581020
50181531	45580009
50181682	45579858
50182441	45579099
50187118	45574422
50189890	45571650
50191219	45570321
50192437	45569103
50196361	45565179
50197912	45563628
50200225	45561315
50204663	45556877
50205516	45556024
50206053	45555487
50207173	45554367
50207944	45553596
50208054	45553486
50211819	45549721
50215230	45546310
50216789	45544751
50217330	45544210
50219241	45542299
50219281	45542259
50219426	45542114
50221551	45539989
50226274	45535266
50229958	45531582
50233173	45528367
50234780	45526760
50235634	45525906
50238129	45523411
50240138	45521402
50240595	45520945
50242037	45519503
50243641	45517899
50244036	45517504
50247856	45513684
50250544	45510996
50252777	45508763
50257867	45503673
50258992	45502548
50262082	45499458
50265282	45496258
50265513	45496027
50266566	45494974
50268606	45492934
50268616	45492924
50270291	45491249
50271807	45489733
50272777	45488763
50274165	45487375
50276522	45485018
50279188	45482352
50287549	45473991
50290147	45471393
50292507	45469033
50292525	45469015
50292606	45468934
50293610	45467930
50294676	45466864
50295610	45465930
50296516	45465024
50297379	45464161
50302354	45459186
50303520	45458020
50305339	45456201
50311497	45450043
50313174	45448366
50318967	45442573
50319559	45441981
50321653	45439887
50321862	45439678
50322896	45438644
50328708	45432832
50330404	45431136
50332488	45429052
50332977	45428563
50339442	45422098
50339564	45421976
50342026	45419514
50346543	45414997
50347551	45413989
50349393	45412147
50350424	45411116
50354562	45406978
50355677	45405863
50357016	45404524
50358892	45402648
50364845	45396695
50365068	45396472
50366061	45395479
50368155	45393385
50373280	45388260
50375280	45386260
50376629	45384911
50376809	45384731
50377588	45383952
50379059	45382481
50380164	45381376
50380347	45381193
50381157	45380383
50381980	45379560
50382562	45378978
50383650	45377890
50384960	45376580
50388071	45373469
50388374	45373166
50391159	45370381
50391290	45370250
50392228	45369312
50392645	45368895
50394322	45367218
50397346	45364194
50397723	45363817
50399340	45362200
50400830	45360710
50402038	45359502
50403539	45358001
50404403	45357137
50405576	45355964
50406042	45355498
50406413	45355127
50408384	45353156
50412100	45349440
50412742	45348798
50413886	45347654
50414763	45346777
50418017	45343523
50420905	45340635
50421393	45340147
50425085	45336455
50426861	45334679
50432655	45328885
50434959	45326581
50435715	45325825
50437733	45323807
50439592	45321948
50440750	45320790
50442357	45319183
50443142	45318398
50445447	45316093
50446847	45314693
50448474	45313066
50450116	45311424
50455292	45306248
50460883	45300657
50461017	45300523
50464757	45296783
50467304	45294236
50473429	45288111
50477560	45283980
50478967	45282573
50479457	45282083
50482638	45278902
50487541	45273999
50488361	45273179
50488771	45272769
50490435	45271105
50491225	45270315
50491746	45269794
50492178	45269362
50493581	45267959
50493681	45267859
50496908	45264632
50500309	45261231
50502831	45258709
50504842	45256698
50505001	45256539
50509740	45251800
50515585	45245955
50516087	45245453
50516765	45244775
50519172	45242368
50520662	45240878
50520671	45240869
50524326	45237214
50525912	45235628
50526888	45234652
50528173	45233367
50529621	45231919
50530830	45230710
50531663	45229877
50534690	45226850
50534709	45226831
50541016	45220524
50541721	45219819
50545481	45216059
50546921	45214619
50551915	45209625
50555539	45206001
50558736	45202804
50559061	45202479
50560678	45200862
50561190	45200350
50561873	45199667
50564647	45196893
50569359	45192181
50570032	45191508
50570481	45191059
50572071	45189469
50572469	45189071
50576280	45185260
50577834	45183706
50583621	45177919
50586151	45175389
50591755	45169785
50593158	45168382
50594269	45167271
50594917	45166623
50595471	45166069
50595709	45165831
50598291	45163249
50598744	45162796
50599501	45162039
50600832	45160708
50602449	45159091
50603851	45157689
50604113	45157427
50609372	45152168
50614535	45147005
50617847	45143693
50620221	45141319
50622049	45139491
50623785	45137755
50625499	45136041
50628016	45133524
50628716	45132824
50631533	45130007
50631868	45129672
50632289	45129251
50634487	45127053
50637601	45123939
50639403	45122137
50641869	45119671
50642125	45119415
50642959	45118581
50644896	45116644
50646727	45114813
50650105	45111435
50650406	45111134
50655604	45105936
50656421	45105119
50659627	45101913
50661220	45100320
50662010	45099530
50662835	45098705
50667010	45094530
50668417	45093123
50669727	45091813
50671777	45089763
50672118	45089422
50673427	45088113
50674374	45087166
50676296	45085244
50696550	45064990
50697236	45064304
50701135	45060405
50702637	45058903
50707446	45054094
50710643	45050897
50711228	45050312
50715348	45046192
50715817	45045723
50718529	45043011
50719819	45041721
50728280	45033260
50729076	45032464
50730480	45031060
50730891	45030649
50731612	45029928
50733243	45028297
50742917	45018623
50747403	45014137
50750957	45010583
50753890	45007650
50755845	45005695
50756167	45005373
50757985	45003555
50758229	45003311
50759382	45002158
50760259	45001281
50764296	44997244
50766389	44995151
50768361	44993179
50770550	44990990
50772499	44989041
50777055	44984485
50778081	44983459
50778476	44983064
50778852	44982688
50780339	44981201
50780494	44981046
50785567	44975973
50785998	44975542
50788270	44973270
50790040	44971500
50799066	44962474
50800217	44961323
50804994	44956546
50807656	44953884
50807833	44953707
50811525	44950015
50814229	44947311
50815794	44945746
50816450	44945090
50816999	44944541
50824112	44937428
50824113	44937427
50826996	44934544
50829208	44932332
50832898	44928642
50833725	44927815
50841929	44919611
50842449	44919091
50845490	44916050
50850550	44910990
50852693	44908847
50855351	44906189
50855645	44905895
50858372	44903168
50860254	44901286
50862656	44898884
50863139	44898401
50864019	44897521
50864925	44896615
50865000	44896540
50866986	44894554
50867910	44893630
50869204	44892336
50872405	44889135
50873332	44888208
50877255	44884285
50885218	44876322
50885479	44876061
50888300	44873240
50893774	44867766
50894228	44867312
50897829	44863711
50900769	44860771
50902303	44859237
50902338	44859202
50906037	44855503
50911437	44850103
50911833	44849707
50911927	44849613
50915599	44845941
50916595	44844945
50917020	44844520
50917878	44843662
50918753	44842787
50919769	44841771
50922174	44839366
50923152	44838388
50923701	44837839
50925545	44835995
50926443	44835097
50926857	44834683
50931142	44830398
50932785	44828755
50933685	44827855
50937169	44824371
50937383	44824157
50937817	44823723
50938803	44822737
50939705	44821835
50942909	44818631
50946288	44815252
50948632	44812908
50949037	44812503
50949448	44812092
50951716	44809824
50951975	44809565
50952350	44809190
50952867	44808673
50954598	44806942
50956146	44805394
50959786	44801754
50961097	44800443
50961936	44799604
50963039	44798501
50964620	44796920
50969119	44792421
50969234	44792306
50974999	44786541
50980092	44781448
50981229	44780311
50982771	44778769
50983896	44777644
50984048	44777492
50991435	44770105
50993978	44767562
50996244	44765296
50996985	44764555
50997096	44764444
51000667	44760873
51001412	44760128
51001805	44759735
51002099	44759441
51003349	44758191
51003990	44757550
51005160	44756380
51005904	44755636
51009604	44751936
51014863	44746677
51015768	44745772
51017726	44743814
51017830	44743710
51019068	44742472
51019330	44742210
51020645	44740895
51020737	44740803
51022502	44739038
51023098	44738442
51025447	44736093
51025541	44735999
51025886	44735654
51026094	44735446
51026159	44735381
51026215	44735325
51027208	44734332
51027608	44733932
51030142	44731398
51033032	44728508
51037790	44723750
51038452	44723088
51039755	44721785
51042293	44719247
51042461	44719079
51043510	44718030
51049762	44711778
51051872	44709668
51052848	44708692
51057677	44703863
51059136	44702404
51060621	44700919
51060722	44700818
51065886	44695654
51066560	44694980
51067574	44693966
51067887	44693653
51070557	44690983
51072769	44688771
51073759	44687781
51074292	44687248
51077615	44683925
51078336	44683204
51079795	44681745
51089288	44672252
51091138	44670402
51096976	44664564
51097684	44663856
51098018	44663522
51101110	44660430
51103150	44658390
51104276	44657264
51104298	44657242
51104974	44656566
51106385	44655155
51107199	44654341
51107776	44653764
51107853	44653687
51111555	44649985
51113632	44647908
51113865	44647675
51116255	44645285
51122466	44639074
51122862	44638678
51125336	44636204
51126354	44635186
51127103	44634437
51127335	44634205
51127346	44634194
51130874	44630666
51134997	44626543
51137545	44623995
51138169	44623371
51139297	44622243
51140272	44621268
51146957	44614583
51147299	44614241
51147556	44613984
51147991	44613549
51148140	44613400
51149837	44611703
51152445	44609095
51157544	44603996
51158671	44602869
51159823	44601717
51163638	44597902
51165753	44595787
51168777	44592763
51172210	44589330
51173943	44587597
51178796	44582744
51183968	44577572
51184219	44577321
51184305	44577235
51185472	44576068
51186861	44574679
51188464	44573076
51190415	44571125
51192156	44569384
51192488	44569052
51193253	44568287
51197111	44564429
51197661	44563879
51200328	44561212
51200631	44560909
51205175	44556365
51207355	44554185
51209306	44552234
51209543	44551997
51213545	44547995
51214258	44547282
51223220	44538320
51234739	44526801
51236429	44525111
51243446	44518094
51246062	44515478
51247995	44513545
51250677	44510863
51250903	44510637
51256598	44504942
51259399	44502141
51261468	44500072
51262244	44499296
51263129	44498411
51267998	44493542
51271447	44490093
51275446	44486094
51275727	44485813
51279073	44482467
51282174	44479366
51283138	44478402
51284851	44476689
51289987	44471553
51291163	44470377
51292604	44468936
51294895	44466645
51295127	44466413
51295253	44466287
51295528	44466012
51299761	44461779
51300380	44461160
51305033	44456507
51307038	44454502
51307837	44453703
51308583	44452957
51310878	44450662
51311558	44449982
51313684	44447856
51315185	44446355
51317907	44443633
51319035	44442505
51323113	44438427
51334930	44426610
51336291	44425249
51339019	44422521
51339352	44422188
51341830	44419710
51342310	44419230
51342459	44419081
51343298	44418242
51344908	44416632
51351672	44409868
51353133	44408407
51353402	44408138
51354632	44406908
51355357	44406183
51357087	44404453
51358046	44403494
51359634	44401906
51360889	44400651
51362321	44399219
51362471	44399069
51363202	44398338
51366257	44395283
51371092	44390448
51378218	44383322
51378603	44382937
51379887	44381653
51380195	44381345
51382077	44379463
51384113	44377427
51389968	44371572
51391584	44369956
51392435	44369105
51392727	44368813
51392853	44368687
51397748	44363792
51398730	44362810
51399650	44361890
51399820	44361720
51403592	44357948
51404717	44356823
51405594	44355946
51407150	44354390
51407889	44353651
51409789	44351751
51411282	44350258
51414805	44346735
51416072	44345468
51424467	44337073
51425861	44335679
51426486	44335054
51429390	44332150
51430473	44331067
51430863	44330677
51436205	44325335
51443150	44318390
51443696	44317844
51446327	44315213
51447481	44314059
51450100	44311440
51450291	44311249
51451276	44310264
51453623	44307917
51455883	44305657
51458025	44303515
51458472	44303068
51460314	44301226
51460542	44300998
51464756	44296784
51467815	44293725
51468643	44292897
51472659	44288881
51472708	44288832
51472823	44288717
51473459	44288081
51475444	44286096
51476829	44284711
51480312	44281228
51482144	44279396
51485580	44275960
51486308	44275232
51488484	44273056
51489477	44272063
51489933	44271607
51496563	44264977
51497948	44263592
51499290	44262250
51501777	44259763
51504866	44256674
51505005	44256535
51506720	44254820
51507434	44254106
51508844	44252696
51511357	44250183
51511805	44249735
51513047	44248493
51513717	44247823
51514423	44247117
51519993	44241547
51523147	44238393
